pair_id,source_x_m,source_z_m,receiver_x_m,receiver_z_m,offset_m,travel_time_s,travel_time_ms,noise_ms,observed_travel_time_ms,observed_travel_time_s
116,85.0,0.0,14.0,0.0,71.0,0.0989486947256371,98.9486947256371,-1.5699302564079414,97.37876446922915,0.09737876446922915
117,85.0,0.0,18.0,0.0,67.0,0.0957063806262793,95.70638062627938,-1.251218381973927,94.45516224430546,0.09445516224430546
118,85.0,0.0,22.0,0.0,63.0,0.0917035012146302,91.70350121463028,0.35438945739724015,92.05789067202753,0.09205789067202752
119,85.0,0.0,26.0,0.0,59.0,0.0895327154596657,89.53271545966574,0.34424318372729973,89.87695864339304,0.08987695864339304
120,85.0,0.0,30.0,0.0,55.0,0.0860766283422202,86.07662834222022,1.0936566519751088,87.17028499419533,0.08717028499419532
121,85.0,0.0,34.0,0.0,51.0,0.0852135828020651,85.21358280206518,0.6437418338403633,85.85732463590554,0.08585732463590554
122,85.0,0.0,38.0,0.0,47.0,0.0857789116276532,85.7789116276532,-1.1828495601106648,84.59606206754253,0.08459606206754253
123,85.0,0.0,42.0,0.0,43.0,0.0807510602271614,80.75106022716142,1.131248400296399,81.88230862745782,0.08188230862745782
124,85.0,0.0,46.0,0.0,39.0,0.0732393336944022,73.23933369440222,-0.7442881275269015,72.49504556687532,0.07249504556687532
125,85.0,0.0,50.0,0.0,35.0,0.065727607161643,65.72760716164301,0.42437089820003104,66.15197805984303,0.06615197805984303
126,85.0,0.0,54.0,0.0,31.0,0.0582158806288838,58.215880628883816,0.5830134672967178,58.79889409618053,0.05879889409618053
127,85.0,0.0,58.0,0.0,27.0,0.0507041540961246,50.70415409612461,-0.24956949151987542,50.45458460460473,0.05045458460460473
128,85.0,0.0,62.0,0.0,23.0,0.0431924275633654,43.1924275633654,-0.24965894397990684,42.94276861938549,0.04294276861938549
129,85.0,0.0,66.0,0.0,19.0,0.0356807010306062,35.68070103060621,0.3431685007668524,36.02386953137306,0.03602386953137306
130,85.0,0.0,70.0,0.0,15.0,0.028168974497847,28.168974497847007,0.36924248458198755,28.538216982428995,0.028538216982428994
131,85.0,0.0,74.0,0.0,11.0,0.0206572479650878,20.657247965087805,-1.1512376078367605,19.506010357251043,0.019506010357251042
132,85.0,0.0,78.0,0.0,7.0,0.0131455214323286,13.145521432328602,-1.0523582440266603,12.093163188301942,0.012093163188301942
133,85.0,0.0,90.0,0.0,5.0,0.009389658165949,9.389658165949005,0.48623207220125636,9.87589023815026,0.00987589023815026
134,85.0,0.0,94.0,0.0,9.0,0.0169013846987082,16.901384698708206,-0.6998228851923414,16.201561813515866,0.016201561813515866
135,85.0,0.0,98.0,0.0,13.0,0.0244131112314674,24.413111231467404,-0.009714423144117868,24.403396808323286,0.024403396808323288
136,85.0,0.0,102.0,0.0,17.0,0.0319248377642266,31.9248377642266,0.491325461342586,32.416163225569186,0.032416163225569186
137,85.0,0.0,106.0,0.0,21.0,0.0394365642969858,39.43656429698581,0.31382585220076503,39.75039014918657,0.03975039014918657
138,85.0,0.0,110.0,0.0,25.0,0.046948290829745,46.94829082974501,-1.3926858020946926,45.55560502765032,0.045555605027650325
139,85.0,0.0,114.0,0.0,29.0,0.0544600173625042,54.4600173625042,-1.1355494481386086,53.32446791436559,0.05332446791436559
140,85.0,0.0,118.0,0.0,33.0,0.0619717438952634,61.9717438952634,-0.7180834434361248,61.25366045182728,0.06125366045182728
141,105.0,0.0,2.0,0.0,103.0,0.1383342293905431,138.33422939054313,1.671754563355561,140.0059839538987,0.14000598395389868
142,105.0,0.0,6.0,0.0,99.0,0.133301073938427,133.30107393842704,-1.564587060064041,131.736486878363,0.131736486878363
143,105.0,0.0,10.0,0.0,95.0,0.1300506705715853,130.05067057158536,-0.6165559532492731,129.43411461833608,0.1294341146183361
144,105.0,0.0,14.0,0.0,91.0,0.1249597046139222,124.9597046139223,1.0441129565876097,126.00381757050991,0.1260038175705099
145,105.0,0.0,18.0,0.0,87.0,0.1194986638109895,119.49866381098958,-1.0364544030264788,118.4622094079631,0.1184622094079631
146,105.0,0.0,22.0,0.0,83.0,0.1172331977998902,117.2331977998902,-0.8640713901928111,116.3691264096974,0.1163691264096974
147,105.0,0.0,26.0,0.0,79.0,0.1124459208843139,112.44592088431394,0.14316915752050188,112.58909004183444,0.11258909004183444
148,105.0,0.0,30.0,0.0,75.0,0.1093448443673046,109.3448443673046,-0.49033824267312126,108.85450612463148,0.10885450612463149
149,105.0,0.0,34.0,0.0,71.0,0.1061852883696315,106.1852883696315,-0.49320515967506545,105.69208320995642,0.10569208320995642
150,105.0,0.0,38.0,0.0,67.0,0.1116642682256088,111.66426822560888,0.4833156254102539,112.14758385101914,0.11214758385101914
151,105.0,0.0,42.0,0.0,63.0,0.1180736314685375,118.07363146853758,-1.0205247248007994,117.05310674373679,0.11705310674373678
152,105.0,0.0,46.0,0.0,59.0,0.1107979663581982,110.79796635819822,0.9291923221084175,111.72715868030664,0.11172715868030664
153,105.0,0.0,50.0,0.0,55.0,0.103286239825439,103.28623982543904,-0.8212113515313372,102.46502847390771,0.1024650284739077
154,105.0,0.0,54.0,0.0,51.0,0.0957745132926798,95.7745132926798,0.8411604968052513,96.61567378948504,0.09661567378948505
155,105.0,0.0,58.0,0.0,47.0,0.0882627867599206,88.2627867599206,-0.5798378728763767,87.68294888704422,0.08768294888704421
156,105.0,0.0,62.0,0.0,43.0,0.0807510602271614,80.75106022716142,1.9340824308939182,82.68514265805534,0.08268514265805534
157,105.0,0.0,66.0,0.0,39.0,0.0732393336944022,73.23933369440222,0.5533050988543364,73.79263879325656,0.07379263879325655
158,105.0,0.0,70.0,0.0,35.0,0.065727607161643,65.72760716164301,-0.6056008467125287,65.12200631493047,0.06512200631493047
159,105.0,0.0,74.0,0.0,31.0,0.0582158806288838,58.21588062888381,0.8815024577629151,59.09738308664672,0.05909738308664672
160,105.0,0.0,78.0,0.0,27.0,0.0507041540961246,50.70415409612461,-0.04071404330866476,50.66344005281594,0.05066344005281594
161,105.0,0.0,82.0,0.0,23.0,0.0431924275633654,43.1924275633654,-2.090532565055007,41.10189499831039,0.04110189499831039
162,105.0,0.0,86.0,0.0,19.0,0.0356807010306062,35.68070103060621,0.15612955139041404,35.83683058199662,0.035836830581996625
163,105.0,0.0,90.0,0.0,15.0,0.028168974497847,28.168974497847007,0.5691838769895351,28.73815837483654,0.02873815837483654
164,105.0,0.0,94.0,0.0,11.0,0.0206572479650878,20.657247965087805,0.18420874985874566,20.84145671494655,0.020841456714946548
165,105.0,0.0,98.0,0.0,7.0,0.0131455214323286,13.145521432328602,-1.4507329398224724,11.69478849250613,0.011694788492506129
166,105.0,0.0,110.0,0.0,5.0,0.009389658165949,9.389658165949005,-0.14142498739514928,9.248233178553855,0.009248233178553856
167,105.0,0.0,114.0,0.0,9.0,0.0169013846987082,16.901384698708206,0.509025172729218,17.410409871437423,0.017410409871437424
168,105.0,0.0,118.0,0.0,13.0,0.0244131112314674,24.413111231467404,0.2938325631979709,24.706943794665374,0.024706943794665374
169,115.0,0.0,2.0,0.0,113.0,0.1516509669908913,151.6509669908913,-0.4979166449260726,151.15305034596523,0.15115305034596524
170,115.0,0.0,6.0,0.0,109.0,0.1474588873305958,147.45888733059587,-1.2336027440955462,146.22528458650032,0.14622528458650033
171,115.0,0.0,10.0,0.0,105.0,0.1427277840915602,142.7277840915602,-1.5495523174600319,141.17823177410017,0.14117823177410016
172,115.0,0.0,14.0,0.0,101.0,0.1371584239412585,137.15842394125855,-0.7584517179714938,136.39997222328705,0.13639997222328706
173,115.0,0.0,18.0,0.0,97.0,0.1344530432597038,134.45304325970383,1.6985351560141446,136.15157841571798,0.13615157841571798
174,115.0,0.0,22.0,0.0,93.0,0.1295859282714981,129.58592827149812,0.14830315549713843,129.73423142699525,0.12973423142699525
175,115.0,0.0,26.0,0.0,89.0,0.1265234499076604,126.52344990766046,-0.5159788306397627,126.0074710770207,0.1260074710770207
176,115.0,0.0,30.0,0.0,85.0,0.1233283864508227,123.32838645082278,-1.431817248276642,121.89656920254613,0.12189656920254613
177,115.0,0.0,34.0,0.0,81.0,0.1275327921633684,127.53279216336844,1.6612275870392958,129.19401975040773,0.12919401975040773
178,115.0,0.0,38.0,0.0,77.0,0.1297787655850648,129.7787655850648,1.0576505261768712,130.83641611124168,0.13083641611124167
179,115.0,0.0,42.0,0.0,73.0,0.1348920361676032,134.89203616760324,-0.10524611412051693,134.78679005348272,0.1347867900534827
180,115.0,0.0,46.0,0.0,69.0,0.1295772826900962,129.5772826900962,-1.79616976743747,127.78111292265874,0.12778111292265873
181,115.0,0.0,50.0,0.0,65.0,0.122065556157337,122.06555615733704,1.66298188763509,123.72853804497213,0.12372853804497212
182,115.0,0.0,54.0,0.0,61.0,0.1145538296245778,114.55382962457784,-1.1502007752670826,113.40362884931076,0.11340362884931077
183,115.0,0.0,58.0,0.0,57.0,0.1070421030918186,107.04210309181862,-1.5257397936845412,105.51636329813408,0.10551636329813407
184,115.0,0.0,62.0,0.0,53.0,0.0995303765590594,99.53037655905942,-0.12060941284297752,99.40976714621644,0.09940976714621644
185,115.0,0.0,66.0,0.0,49.0,0.0920186500263002,92.01865002630022,0.4190376262278911,92.43768765252811,0.0924376876525281
186,115.0,0.0,70.0,0.0,45.0,0.084506923493541,84.50692349354102,-1.2055276266686563,83.30139586687237,0.08330139586687237
187,115.0,0.0,74.0,0.0,41.0,0.0769951969607818,76.99519696078183,-1.2961188706619509,75.69907809011987,0.07569907809011987
188,115.0,0.0,78.0,0.0,37.0,0.0694834704280226,69.48347042802263,0.9260636710267701,70.4095340990494,0.07040953409904939
189,115.0,0.0,82.0,0.0,33.0,0.0619717438952634,61.9717438952634,0.245639576593375,62.21738347185678,0.06221738347185678
190,115.0,0.0,86.0,0.0,29.0,0.0544600173625042,54.4600173625042,-0.8977331378896924,53.56228422461451,0.05356228422461451
191,115.0,0.0,90.0,0.0,25.0,0.046948290829745,46.94829082974501,-0.7630101268803876,46.185280702864624,0.04618528070286462
192,115.0,0.0,94.0,0.0,21.0,0.0394365642969858,39.43656429698581,-1.115862323884241,38.32070197310156,0.03832070197310156
193,115.0,0.0,98.0,0.0,17.0,0.0319248377642266,31.9248377642266,-0.5067702501890298,31.41806751403757,0.03141806751403757
194,115.0,0.0,102.0,0.0,13.0,0.0244131112314674,24.413111231467404,0.05187710617493369,24.46498833764234,0.024464988337642338
195,115.0,0.0,106.0,0.0,9.0,0.0169013846987082,16.901384698708206,1.6094014041144113,18.510786102822617,0.018510786102822616
196,115.0,0.0,110.0,0.0,5.0,0.009389658165949,9.389658165949005,0.6008240410858212,9.990482207034827,0.009990482207034827
