pair_id,source_x_m,source_z_m,receiver_x_m,receiver_z_m,offset_m,linear_travel_time_s,linear_travel_time_ms
83,45.0,0.0,114.0,0.0,69.0,0.1295772826900962,129.57728269009618
84,45.0,0.0,118.0,0.0,73.0,0.13612559463522245,136.12559463522246
85,65.0,0.0,2.0,0.0,63.0,0.0991325764438074,99.1325764438074
86,65.0,0.0,6.0,0.0,59.0,0.09581288665598989,95.81288665598989
87,65.0,0.0,10.0,0.0,55.0,0.09171233831096329,91.71233831096329
88,65.0,0.0,14.0,0.0,51.0,0.08845330319418418,88.45330319418417
89,65.0,0.0,18.0,0.0,47.0,0.08382708103349124,83.82708103349124
90,65.0,0.0,22.0,0.0,43.0,0.07826710703225433,78.26710703225433
91,65.0,0.0,26.0,0.0,39.0,0.07323933369440222,73.23933369440222
92,65.0,0.0,30.0,0.0,35.0,0.06572760716164304,65.72760716164304
93,65.0,0.0,34.0,0.0,31.0,0.05821588062888383,58.21588062888383
94,65.0,0.0,38.0,0.0,27.0,0.0507041540961246,50.704154096124604
95,65.0,0.0,42.0,0.0,23.0,0.04319242756336541,43.192427563365406
96,65.0,0.0,46.0,0.0,19.0,0.03568070103060622,35.68070103060622
97,65.0,0.0,50.0,0.0,15.0,0.028168974497847006,28.168974497847007
98,65.0,0.0,54.0,0.0,11.0,0.020657247965087805,20.657247965087805
99,65.0,0.0,58.0,0.0,7.0,0.013145521432328604,13.145521432328604
100,65.0,0.0,70.0,0.0,5.0,0.009389658165948996,9.389658165948996
101,65.0,0.0,74.0,0.0,9.0,0.0169013846987082,16.901384698708203
102,65.0,0.0,78.0,0.0,13.0,0.02441311123146741,24.413111231467408
103,65.0,0.0,82.0,0.0,17.0,0.0319248377642266,31.924837764226602
104,65.0,0.0,86.0,0.0,21.0,0.039436564296985804,39.43656429698581
105,65.0,0.0,90.0,0.0,25.0,0.04694829082974501,46.94829082974501
106,65.0,0.0,94.0,0.0,29.0,0.05446001736250422,54.46001736250422
107,65.0,0.0,98.0,0.0,33.0,0.061971743895263415,61.971743895263415
108,65.0,0.0,102.0,0.0,37.0,0.06948347042802262,69.48347042802263
109,65.0,0.0,106.0,0.0,41.0,0.0769951969607818,76.9951969607818
110,65.0,0.0,110.0,0.0,45.0,0.08450692349354097,84.50692349354097
111,65.0,0.0,114.0,0.0,49.0,0.09201865002630019,92.0186500263002
112,65.0,0.0,118.0,0.0,53.0,0.09953037655905941,99.53037655905942
113,85.0,0.0,2.0,0.0,83.0,0.11236981017811676,112.36981017811675
114,85.0,0.0,6.0,0.0,79.0,0.10850035189222658,108.50035189222658
115,85.0,0.0,10.0,0.0,75.0,0.10310328131938858,103.10328131938857
116,85.0,0.0,14.0,0.0,71.0,0.09940861708955376,99.40861708955376
117,85.0,0.0,18.0,0.0,67.0,0.09600970487425733,96.00970487425734
118,85.0,0.0,22.0,0.0,63.0,0.091806752539166,91.806752539166
119,85.0,0.0,26.0,0.0,59.0,0.0894590004021071,89.4590004021071
120,85.0,0.0,30.0,0.0,55.0,0.08632562585921709,86.32562585921708
121,85.0,0.0,34.0,0.0,51.0,0.08568321899700054,85.68321899700054
122,85.0,0.0,38.0,0.0,47.0,0.08595502094279181,85.9550209427918
123,85.0,0.0,42.0,0.0,43.0,0.08075106022716141,80.75106022716142
124,85.0,0.0,46.0,0.0,39.0,0.07323933369440223,73.23933369440223
125,85.0,0.0,50.0,0.0,35.0,0.06572760716164304,65.72760716164304
126,85.0,0.0,54.0,0.0,31.0,0.05821588062888382,58.215880628883816
127,85.0,0.0,58.0,0.0,27.0,0.050704154096124616,50.70415409612462
128,85.0,0.0,62.0,0.0,23.0,0.04319242756336541,43.192427563365406
129,85.0,0.0,66.0,0.0,19.0,0.0356807010306062,35.6807010306062
130,85.0,0.0,70.0,0.0,15.0,0.028168974497847006,28.168974497847007
131,85.0,0.0,74.0,0.0,11.0,0.020657247965087805,20.657247965087805
132,85.0,0.0,78.0,0.0,7.0,0.013145521432328607,13.145521432328607
133,85.0,0.0,90.0,0.0,5.0,0.009389658165948998,9.389658165948997
134,85.0,0.0,94.0,0.0,9.0,0.0169013846987082,16.901384698708203
135,85.0,0.0,98.0,0.0,13.0,0.024413111231467405,24.413111231467404
136,85.0,0.0,102.0,0.0,17.0,0.0319248377642266,31.924837764226602
137,85.0,0.0,106.0,0.0,21.0,0.039436564296985804,39.43656429698581
138,85.0,0.0,110.0,0.0,25.0,0.046948290829745026,46.94829082974503
139,85.0,0.0,114.0,0.0,29.0,0.054460017362504214,54.46001736250421
140,85.0,0.0,118.0,0.0,33.0,0.06197174389526342,61.97174389526342
141,105.0,0.0,2.0,0.0,103.0,0.13830499809806326,138.30499809806327
142,105.0,0.0,6.0,0.0,99.0,0.1330103226704042,133.01032267040418
143,105.0,0.0,10.0,0.0,95.0,0.12976923960957298,129.769239609573
144,105.0,0.0,14.0,0.0,91.0,0.12468750912009592,124.68750912009592
145,105.0,0.0,18.0,0.0,87.0,0.11963339095959566,119.63339095959566
146,105.0,0.0,22.0,0.0,83.0,0.11697918179706115,116.97918179706116
147,105.0,0.0,26.0,0.0,79.0,0.11242205135821068,112.42205135821068
148,105.0,0.0,30.0,0.0,75.0,0.10910854470933096,109.10854470933096
149,105.0,0.0,34.0,0.0,71.0,0.10670060641579276,106.70060641579276
150,105.0,0.0,38.0,0.0,67.0,0.11193089958601123,111.93089958601122
151,105.0,0.0,42.0,0.0,63.0,0.11830969289095745,118.30969289095745
152,105.0,0.0,46.0,0.0,59.0,0.11079796635819823,110.79796635819824
153,105.0,0.0,50.0,0.0,55.0,0.10328623982543902,103.28623982543903
154,105.0,0.0,54.0,0.0,51.0,0.09577451329267976,95.77451329267976
155,105.0,0.0,58.0,0.0,47.0,0.0882627867599206,88.2627867599206
156,105.0,0.0,62.0,0.0,43.0,0.08075106022716141,80.75106022716142
157,105.0,0.0,66.0,0.0,39.0,0.07323933369440222,73.23933369440222
158,105.0,0.0,70.0,0.0,35.0,0.065727607161643,65.727607161643
159,105.0,0.0,74.0,0.0,31.0,0.05821588062888382,58.215880628883816
160,105.0,0.0,78.0,0.0,27.0,0.05070415409612461,50.70415409612461
161,105.0,0.0,82.0,0.0,23.0,0.04319242756336541,43.192427563365406
162,105.0,0.0,86.0,0.0,19.0,0.035680701030606214,35.680701030606215
163,105.0,0.0,90.0,0.0,15.0,0.028168974497847006,28.168974497847007
164,105.0,0.0,94.0,0.0,11.0,0.020657247965087805,20.657247965087805
165,105.0,0.0,98.0,0.0,7.0,0.013145521432328605,13.145521432328605
166,105.0,0.0,110.0,0.0,5.0,0.009389658165948996,9.389658165948996
167,105.0,0.0,114.0,0.0,9.0,0.0169013846987082,16.901384698708203
168,105.0,0.0,118.0,0.0,13.0,0.02441311123146741,24.413111231467408
169,115.0,0.0,2.0,0.0,113.0,0.1513270328626386,151.3270328626386
170,115.0,0.0,6.0,0.0,109.0,0.14742827067282097,147.42827067282096
171,115.0,0.0,10.0,0.0,105.0,0.14242291033285936,142.42291033285937
172,115.0,0.0,14.0,0.0,101.0,0.13730973856628728,137.30973856628728
173,115.0,0.0,18.0,0.0,97.0,0.13416696223294164,134.16696223294164
174,115.0,0.0,22.0,0.0,93.0,0.12947785233166575,129.47785233166576
175,115.0,0.0,26.0,0.0,89.0,0.12615796289801204,126.15796289801204
176,115.0,0.0,30.0,0.0,85.0,0.12329048136111763,123.29048136111763
177,115.0,0.0,34.0,0.0,81.0,0.1277152745176754,127.7152745176754
178,115.0,0.0,38.0,0.0,77.0,0.12929731471269967,129.2973147126997
179,115.0,0.0,42.0,0.0,73.0,0.13486940206727996,134.86940206727996
180,115.0,0.0,46.0,0.0,69.0,0.1295772826900962,129.57728269009618
181,115.0,0.0,50.0,0.0,65.0,0.12206555615733697,122.06555615733697
182,115.0,0.0,54.0,0.0,61.0,0.1145538296245778,114.5538296245778
183,115.0,0.0,58.0,0.0,57.0,0.10704210309181861,107.0421030918186
184,115.0,0.0,62.0,0.0,53.0,0.09953037655905939,99.53037655905939
185,115.0,0.0,66.0,0.0,49.0,0.09201865002630022,92.01865002630022
186,115.0,0.0,70.0,0.0,45.0,0.084506923493541,84.506923493541
187,115.0,0.0,74.0,0.0,41.0,0.0769951969607818,76.9951969607818
188,115.0,0.0,78.0,0.0,37.0,0.06948347042802261,69.48347042802261
189,115.0,0.0,82.0,0.0,33.0,0.061971743895263415,61.971743895263415
190,115.0,0.0,86.0,0.0,29.0,0.054460017362504214,54.46001736250421
191,115.0,0.0,90.0,0.0,25.0,0.046948290829745026,46.94829082974503
192,115.0,0.0,94.0,0.0,21.0,0.03943656429698581,39.436564296985814
193,115.0,0.0,98.0,0.0,17.0,0.03192483776422661,31.92483776422661
194,115.0,0.0,102.0,0.0,13.0,0.024413111231467405,24.413111231467404
195,115.0,0.0,106.0,0.0,9.0,0.0169013846987082,16.901384698708203
196,115.0,0.0,110.0,0.0,5.0,0.009389658165948996,9.389658165948996
