pair_id,source_x_m,source_z_m,receiver_x_m,receiver_z_m,offset_m,linear_travel_time_s,linear_travel_time_ms,noise_ms,observed_travel_time_ms,observed_travel_time_s
69,45.0,0.0,58.0,0.0,13.0,0.0244131112314674,24.413111231467408,0.07884524859165325,24.49195648005906,0.02449195648005906
70,45.0,0.0,62.0,0.0,17.0,0.0319248377642266,31.9248377642266,2.8848699594416725,34.80970772366827,0.034809707723668266
71,45.0,0.0,66.0,0.0,21.0,0.0394365642969858,39.43656429698581,-1.6938373659744193,37.74272693101139,0.03774272693101139
72,45.0,0.0,70.0,0.0,25.0,0.046948290829745,46.94829082974502,-1.0106165447370352,45.937674285007986,0.04593767428500799
73,45.0,0.0,74.0,0.0,29.0,0.0544600173625042,54.46001736250422,-0.15035637862513437,54.309660983879084,0.054309660983879085
74,45.0,0.0,78.0,0.0,33.0,0.0619717438952634,61.97174389526342,0.3972037809214504,62.368947676184874,0.06236894767618487
75,45.0,0.0,82.0,0.0,37.0,0.0694834704280226,69.48347042802263,-0.8226338753640735,68.66083655265855,0.06866083655265855
76,45.0,0.0,86.0,0.0,41.0,0.0769951969607818,76.99519696078181,-0.6515191676741836,76.34367779310763,0.07634367779310763
77,45.0,0.0,90.0,0.0,45.0,0.084506923493541,84.506923493541,1.3288590210596853,85.83578251460068,0.08583578251460068
78,45.0,0.0,94.0,0.0,49.0,0.0920186500263002,92.0186500263002,-0.535046775174568,91.48360325112563,0.09148360325112563
79,45.0,0.0,98.0,0.0,53.0,0.0995303765590594,99.5303765590594,-0.3060552034913938,99.22432135556801,0.09922432135556801
80,45.0,0.0,102.0,0.0,57.0,0.1070421030918186,107.04210309181862,-0.6947523171181414,106.34735077470047,0.10634735077470048
81,45.0,0.0,106.0,0.0,61.0,0.1145538296245778,114.55382962457782,0.5482822819863481,115.10211190656416,0.11510211190656416
82,45.0,0.0,110.0,0.0,65.0,0.1220655561573369,122.06555615733696,-0.2587436261813422,121.80681253115561,0.12180681253115562
83,45.0,0.0,114.0,0.0,69.0,0.1295772826900962,129.57728269009618,1.8958840159411408,131.47316670603732,0.13147316670603731
84,45.0,0.0,118.0,0.0,73.0,0.1361255946352224,136.12559463522246,0.25167244538176775,136.3772670806042,0.13637726708060421
85,65.0,0.0,2.0,0.0,63.0,0.0991325764438074,99.1325764438074,1.3142525982735795,100.44682904208098,0.10044682904208098
86,65.0,0.0,6.0,0.0,59.0,0.0958128866559898,95.81288665598989,0.8865119682126646,96.69939862420254,0.09669939862420254
87,65.0,0.0,10.0,0.0,55.0,0.0917123383109632,91.71233831096328,0.11110857101711244,91.82344688198039,0.0918234468819804
88,65.0,0.0,14.0,0.0,51.0,0.0884533031941841,88.45330319418417,-0.07884044541274708,88.37446274877142,0.08837446274877142
89,65.0,0.0,18.0,0.0,47.0,0.0838270810334912,83.82708103349124,0.06359209639693221,83.89067312988817,0.08389067312988817
90,65.0,0.0,22.0,0.0,43.0,0.0782671070322543,78.26710703225433,0.9693314095292918,79.23643844178362,0.07923643844178362
91,65.0,0.0,26.0,0.0,39.0,0.0732393336944022,73.23933369440222,0.7407755358769529,73.98010923027917,0.07398010923027917
92,65.0,0.0,30.0,0.0,35.0,0.065727607161643,65.72760716164304,0.17136417350766958,65.8989713351507,0.0658989713351507
93,65.0,0.0,34.0,0.0,31.0,0.0582158806288838,58.21588062888383,0.8935158254542188,59.10939645433805,0.05910939645433805
94,65.0,0.0,38.0,0.0,27.0,0.0507041540961246,50.70415409612461,-0.6660859670819749,50.038068129042635,0.050038068129042636
95,65.0,0.0,42.0,0.0,23.0,0.0431924275633654,43.192427563365406,0.687880336341279,43.880307899706686,0.043880307899706684
96,65.0,0.0,46.0,0.0,19.0,0.0356807010306062,35.68070103060622,0.7109647842069461,36.391665814813166,0.036391665814813165
97,65.0,0.0,50.0,0.0,15.0,0.028168974497847,28.168974497847007,-0.14814657847564258,28.020827919371364,0.028020827919371362
98,65.0,0.0,54.0,0.0,11.0,0.0206572479650878,20.657247965087805,0.08485607944068005,20.742104044528485,0.020742104044528486
99,65.0,0.0,58.0,0.0,7.0,0.0131455214323286,13.145521432328604,0.9945492109081641,14.140070643236768,0.014140070643236769
100,65.0,0.0,70.0,0.0,5.0,0.0093896581659489,9.389658165948996,-0.03889933085015621,9.350758835098839,0.00935075883509884
101,65.0,0.0,74.0,0.0,9.0,0.0169013846987082,16.901384698708203,0.6814288167594305,17.582813515467635,0.017582813515467633
102,65.0,0.0,78.0,0.0,13.0,0.0244131112314674,24.413111231467408,-0.19990765908053662,24.21320357238687,0.02421320357238687
103,65.0,0.0,82.0,0.0,17.0,0.0319248377642266,31.9248377642266,-1.106373949743889,30.81846381448271,0.030818463814482708
104,65.0,0.0,86.0,0.0,21.0,0.0394365642969858,39.43656429698581,-0.18634523931702485,39.25021905766878,0.03925021905766878
105,65.0,0.0,90.0,0.0,25.0,0.046948290829745,46.94829082974501,0.9312333160772903,47.8795241458223,0.0478795241458223
106,65.0,0.0,94.0,0.0,29.0,0.0544600173625042,54.46001736250422,0.8087579855276955,55.268775348031916,0.055268775348031915
107,65.0,0.0,98.0,0.0,33.0,0.0619717438952634,61.971743895263415,-0.27924921612405346,61.692494679139365,0.06169249467913936
108,65.0,0.0,102.0,0.0,37.0,0.0694834704280226,69.48347042802263,-0.6721888984317546,68.81128152959087,0.06881128152959087
109,65.0,0.0,106.0,0.0,41.0,0.0769951969607818,76.9951969607818,-0.32739532425232254,76.66780163652948,0.07666780163652948
110,65.0,0.0,110.0,0.0,45.0,0.0845069234935409,84.50692349354097,-0.32774782358585675,84.17917566995511,0.08417917566995511
111,65.0,0.0,114.0,0.0,49.0,0.0920186500263001,92.0186500263002,0.8759637755820868,92.89461380188229,0.09289461380188228
112,65.0,0.0,118.0,0.0,53.0,0.0995303765590594,99.53037655905942,-0.9220316912783731,98.60834486778104,0.09860834486778104
113,85.0,0.0,2.0,0.0,83.0,0.1123698101781167,112.36981017811677,-0.8816165488818132,111.48819362923496,0.11148819362923496
114,85.0,0.0,6.0,0.0,79.0,0.1085003518922265,108.50035189222658,0.09568627502994363,108.59603816725652,0.10859603816725652
115,85.0,0.0,10.0,0.0,75.0,0.1031032813193885,103.10328131938856,-1.3263060230370542,101.77697529635151,0.1017769752963515
116,85.0,0.0,14.0,0.0,71.0,0.0994086170895537,99.40861708955376,-1.5699302564079414,97.83868683314581,0.09783868683314581
117,85.0,0.0,18.0,0.0,67.0,0.0960097048742573,96.00970487425734,-1.251218381973927,94.75848649228341,0.09475848649228341
118,85.0,0.0,22.0,0.0,63.0,0.091806752539166,91.806752539166,0.35438945739724015,92.16114199656325,0.09216114199656325
119,85.0,0.0,26.0,0.0,59.0,0.0894590004021071,89.4590004021071,0.34424318372729973,89.8032435858344,0.0898032435858344
120,85.0,0.0,30.0,0.0,55.0,0.086325625859217,86.32562585921708,1.0936566519751088,87.4192825111922,0.08741928251119219
121,85.0,0.0,34.0,0.0,51.0,0.0856832189970005,85.68321899700054,0.6437418338403633,86.3269608308409,0.0863269608308409
122,85.0,0.0,38.0,0.0,47.0,0.0859550209427918,85.9550209427918,-1.1828495601106648,84.77217138268114,0.08477217138268113
123,85.0,0.0,42.0,0.0,43.0,0.0807510602271614,80.75106022716142,1.131248400296399,81.88230862745782,0.08188230862745782
124,85.0,0.0,46.0,0.0,39.0,0.0732393336944022,73.23933369440223,-0.7442881275269015,72.49504556687533,0.07249504556687533
125,85.0,0.0,50.0,0.0,35.0,0.065727607161643,65.72760716164304,0.42437089820003104,66.15197805984306,0.06615197805984306
126,85.0,0.0,54.0,0.0,31.0,0.0582158806288838,58.215880628883816,0.5830134672967178,58.79889409618053,0.05879889409618053
127,85.0,0.0,58.0,0.0,27.0,0.0507041540961246,50.70415409612462,-0.24956949151987542,50.45458460460474,0.05045458460460474
128,85.0,0.0,62.0,0.0,23.0,0.0431924275633654,43.192427563365406,-0.24965894397990684,42.9427686193855,0.042942768619385494
129,85.0,0.0,66.0,0.0,19.0,0.0356807010306062,35.6807010306062,0.3431685007668524,36.02386953137305,0.03602386953137305
130,85.0,0.0,70.0,0.0,15.0,0.028168974497847,28.168974497847007,0.36924248458198755,28.538216982428995,0.028538216982428994
131,85.0,0.0,74.0,0.0,11.0,0.0206572479650878,20.657247965087805,-1.1512376078367605,19.506010357251043,0.019506010357251042
132,85.0,0.0,78.0,0.0,7.0,0.0131455214323286,13.145521432328607,-1.0523582440266603,12.093163188301947,0.012093163188301947
133,85.0,0.0,90.0,0.0,5.0,0.0093896581659489,9.389658165948996,0.48623207220125636,9.875890238150252,0.009875890238150251
134,85.0,0.0,94.0,0.0,9.0,0.0169013846987082,16.901384698708203,-0.6998228851923414,16.201561813515863,0.016201561813515862
135,85.0,0.0,98.0,0.0,13.0,0.0244131112314674,24.413111231467404,-0.009714423144117868,24.403396808323286,0.024403396808323288
136,85.0,0.0,102.0,0.0,17.0,0.0319248377642266,31.9248377642266,0.491325461342586,32.416163225569186,0.032416163225569186
137,85.0,0.0,106.0,0.0,21.0,0.0394365642969858,39.43656429698581,0.31382585220076503,39.75039014918657,0.03975039014918657
138,85.0,0.0,110.0,0.0,25.0,0.046948290829745,46.94829082974503,-1.3926858020946926,45.55560502765034,0.04555560502765034
139,85.0,0.0,114.0,0.0,29.0,0.0544600173625042,54.46001736250421,-1.1355494481386086,53.3244679143656,0.0533244679143656
140,85.0,0.0,118.0,0.0,33.0,0.0619717438952634,61.97174389526342,-0.7180834434361248,61.2536604518273,0.0612536604518273
141,105.0,0.0,2.0,0.0,103.0,0.1383049980980632,138.3049980980633,1.671754563355561,139.97675266141886,0.13997675266141885
142,105.0,0.0,6.0,0.0,99.0,0.1330103226704042,133.01032267040418,-1.564587060064041,131.44573561034014,0.13144573561034015
143,105.0,0.0,10.0,0.0,95.0,0.1297692396095729,129.769239609573,-0.6165559532492731,129.15268365632372,0.1291526836563237
144,105.0,0.0,14.0,0.0,91.0,0.1246875091200959,124.68750912009592,1.0441129565876097,125.73162207668354,0.12573162207668354
145,105.0,0.0,18.0,0.0,87.0,0.1196333909595956,119.63339095959566,-1.0364544030264788,118.59693655656918,0.11859693655656918
146,105.0,0.0,22.0,0.0,83.0,0.1169791817970611,116.97918179706116,-0.8640713901928111,116.11511040686835,0.11611511040686835
147,105.0,0.0,26.0,0.0,79.0,0.1124220513582106,112.42205135821068,0.14316915752050188,112.56522051573118,0.11256522051573119
148,105.0,0.0,30.0,0.0,75.0,0.1091085447093309,109.10854470933096,-0.49033824267312126,108.61820646665784,0.10861820646665783
149,105.0,0.0,34.0,0.0,71.0,0.1067006064157927,106.70060641579276,-0.49320515967506545,106.20740125611769,0.10620740125611769
150,105.0,0.0,38.0,0.0,67.0,0.1119308995860112,111.93089958601122,0.4833156254102539,112.41421521142148,0.11241421521142148
151,105.0,0.0,42.0,0.0,63.0,0.1183096928909574,118.30969289095744,-1.0205247248007994,117.28916816615664,0.11728916816615664
152,105.0,0.0,46.0,0.0,59.0,0.1107979663581982,110.79796635819824,0.9291923221084175,111.72715868030666,0.11172715868030667
153,105.0,0.0,50.0,0.0,55.0,0.103286239825439,103.28623982543904,-0.8212113515313372,102.46502847390771,0.1024650284739077
154,105.0,0.0,54.0,0.0,51.0,0.0957745132926797,95.77451329267976,0.8411604968052513,96.615673789485,0.096615673789485
155,105.0,0.0,58.0,0.0,47.0,0.0882627867599206,88.2627867599206,-0.5798378728763767,87.68294888704422,0.08768294888704421
156,105.0,0.0,62.0,0.0,43.0,0.0807510602271614,80.75106022716142,1.9340824308939182,82.68514265805534,0.08268514265805534
157,105.0,0.0,66.0,0.0,39.0,0.0732393336944022,73.23933369440222,0.5533050988543364,73.79263879325656,0.07379263879325655
158,105.0,0.0,70.0,0.0,35.0,0.065727607161643,65.727607161643,-0.6056008467125287,65.12200631493046,0.06512200631493045
159,105.0,0.0,74.0,0.0,31.0,0.0582158806288838,58.215880628883816,0.8815024577629151,59.09738308664673,0.05909738308664673
160,105.0,0.0,78.0,0.0,27.0,0.0507041540961246,50.70415409612461,-0.04071404330866476,50.66344005281594,0.05066344005281594
161,105.0,0.0,82.0,0.0,23.0,0.0431924275633654,43.192427563365406,-2.090532565055007,41.1018949983104,0.0411018949983104
162,105.0,0.0,86.0,0.0,19.0,0.0356807010306062,35.680701030606215,0.15612955139041404,35.83683058199663,0.03583683058199663
163,105.0,0.0,90.0,0.0,15.0,0.028168974497847,28.168974497847007,0.5691838769895351,28.73815837483654,0.02873815837483654
164,105.0,0.0,94.0,0.0,11.0,0.0206572479650878,20.657247965087805,0.18420874985874566,20.84145671494655,0.020841456714946548
165,105.0,0.0,98.0,0.0,7.0,0.0131455214323286,13.145521432328604,-1.4507329398224724,11.694788492506131,0.01169478849250613
166,105.0,0.0,110.0,0.0,5.0,0.0093896581659489,9.389658165948996,-0.14142498739514928,9.248233178553846,0.009248233178553847
167,105.0,0.0,114.0,0.0,9.0,0.0169013846987082,16.901384698708203,0.509025172729218,17.41040987143742,0.01741040987143742
168,105.0,0.0,118.0,0.0,13.0,0.0244131112314674,24.413111231467408,0.2938325631979709,24.706943794665378,0.024706943794665377
169,115.0,0.0,2.0,0.0,113.0,0.1513270328626386,151.3270328626386,-0.4979166449260726,150.8291162177125,0.1508291162177125
170,115.0,0.0,6.0,0.0,109.0,0.1474282706728209,147.42827067282096,-1.2336027440955462,146.1946679287254,0.1461946679287254
171,115.0,0.0,10.0,0.0,105.0,0.1424229103328593,142.42291033285937,-1.5495523174600319,140.87335801539933,0.14087335801539932
172,115.0,0.0,14.0,0.0,101.0,0.1373097385662872,137.30973856628728,-0.7584517179714938,136.55128684831578,0.13655128684831577
173,115.0,0.0,18.0,0.0,97.0,0.1341669622329416,134.16696223294164,1.6985351560141446,135.8654973889558,0.13586549738895579
174,115.0,0.0,22.0,0.0,93.0,0.1294778523316657,129.47785233166576,0.14830315549713843,129.6261554871629,0.1296261554871629
175,115.0,0.0,26.0,0.0,89.0,0.126157962898012,126.15796289801204,-0.5159788306397627,125.64198406737228,0.1256419840673723
176,115.0,0.0,30.0,0.0,85.0,0.1232904813611176,123.29048136111764,-1.431817248276642,121.858664112841,0.12185866411284099
177,115.0,0.0,34.0,0.0,81.0,0.1277152745176754,127.7152745176754,1.6612275870392958,129.3765021047147,0.12937650210471469
178,115.0,0.0,38.0,0.0,77.0,0.1292973147126996,129.2973147126997,1.0576505261768712,130.35496523887656,0.13035496523887655
179,115.0,0.0,42.0,0.0,73.0,0.1348694020672799,134.86940206727996,-0.10524611412051693,134.76415595315945,0.13476415595315944
180,115.0,0.0,46.0,0.0,69.0,0.1295772826900962,129.57728269009618,-1.79616976743747,127.7811129226587,0.1277811129226587
181,115.0,0.0,50.0,0.0,65.0,0.1220655561573369,122.06555615733696,1.66298188763509,123.72853804497204,0.12372853804497204
182,115.0,0.0,54.0,0.0,61.0,0.1145538296245778,114.5538296245778,-1.1502007752670826,113.40362884931072,0.11340362884931073
183,115.0,0.0,58.0,0.0,57.0,0.1070421030918186,107.0421030918186,-1.5257397936845412,105.51636329813407,0.10551636329813406
184,115.0,0.0,62.0,0.0,53.0,0.0995303765590593,99.5303765590594,-0.12060941284297752,99.40976714621642,0.09940976714621642
185,115.0,0.0,66.0,0.0,49.0,0.0920186500263002,92.01865002630022,0.4190376262278911,92.43768765252811,0.0924376876525281
186,115.0,0.0,70.0,0.0,45.0,0.084506923493541,84.506923493541,-1.2055276266686563,83.30139586687234,0.08330139586687234
187,115.0,0.0,74.0,0.0,41.0,0.0769951969607818,76.9951969607818,-1.2961188706619509,75.69907809011984,0.07569907809011985
188,115.0,0.0,78.0,0.0,37.0,0.0694834704280226,69.48347042802261,0.9260636710267701,70.40953409904938,0.07040953409904938
189,115.0,0.0,82.0,0.0,33.0,0.0619717438952634,61.971743895263415,0.245639576593375,62.21738347185679,0.06221738347185679
190,115.0,0.0,86.0,0.0,29.0,0.0544600173625042,54.46001736250421,-0.8977331378896924,53.562284224614515,0.053562284224614516
191,115.0,0.0,90.0,0.0,25.0,0.046948290829745,46.94829082974503,-0.7630101268803876,46.18528070286464,0.04618528070286464
192,115.0,0.0,94.0,0.0,21.0,0.0394365642969858,39.43656429698581,-1.115862323884241,38.32070197310156,0.03832070197310156
193,115.0,0.0,98.0,0.0,17.0,0.0319248377642266,31.92483776422661,-0.5067702501890298,31.41806751403758,0.031418067514037584
194,115.0,0.0,102.0,0.0,13.0,0.0244131112314674,24.413111231467404,0.05187710617493369,24.46498833764234,0.024464988337642338
195,115.0,0.0,106.0,0.0,9.0,0.0169013846987082,16.901384698708203,1.6094014041144113,18.510786102822614,0.018510786102822613
196,115.0,0.0,110.0,0.0,5.0,0.0093896581659489,9.389658165948996,0.6008240410858212,9.990482207034816,0.009990482207034817
